Model,Accuracy,F1-score,F-Alarm
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.7066666666666667,0.6725220458553792,0.36019489054376524
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.6133333333333333,0.4663360881542699,0.4999999827586213
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
Validate,0.72,0.6968888888888889,0.3365816980932326
